bio_replica	sample	fq1	fq2	read_count	base_count	fq1_bytes	fq2_bytes	fq1_md5	fq2_md5
49V1	SRR5558171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558171/SRR5558171_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558171/SRR5558171_2.fastq.gz	3303563	993539331	287378769	302195891	cc4983eea421e6ad4aa916e445a7b3e5	30256ac6c669d7d8d164f71dc73c5408
49V1	SRR5558172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558172/SRR5558172_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558172/SRR5558172_2.fastq.gz	3320176	998775083	288039055	305919324	b447f756484e3ec9bb22addd372e926b	c5f2e8e7172f2693b52ba518dce8a77b
49V1	SRR5558173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558173/SRR5558173_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558173/SRR5558173_2.fastq.gz	3347605	1006986306	291911140	306843108	f124097b4207d083ee2552d3a63def61	0fe2b4a4c1f3dd115da72e6da407d457
49V3	SRR5558174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558174/SRR5558174_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558174/SRR5558174_2.fastq.gz	3188323	958966782	274728494	288696225	18e939193b032aa381f3f24f9b49e86f	37fbadb8645572be8d11a6aa509551fc
49V3	SRR5558175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558175/SRR5558175_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558175/SRR5558175_2.fastq.gz	9295808	2807334016	982406183	984715233	1e597cde7335aa2aee79a41a6161cee2	0e5f217d95480d48b625ff433b71e453
49V3	SRR5558176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558176/SRR5558176_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558176/SRR5558176_2.fastq.gz	3228582	971242700	278821478	292837991	22409a60f07afdcd5966632bc7a5ecd7	b866d6233beb97deb8000ee528733a2b
49V3	SRR5558177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558177/SRR5558177_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558177/SRR5558177_2.fastq.gz	3197626	961829549	273678433	292539002	a7e91853724b2e9e577091a8c7a0047d	8f95b667494e47e989c285ededfe8c3e
38V5	SRR5558178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558178/SRR5558178_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558178/SRR5558178_2.fastq.gz	16620337	5019341774	1575637164	1737444576	5f3b97ea000a81c3b3ca1d3c0749bf85	9ea88fcb2f48bd1d415fa0cdfe4a6c88
38V5	SRR5558179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558179/SRR5558179_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558179/SRR5558179_2.fastq.gz	10102911	3051079122	991019811	1014103475	55456b1b67e62a6926c81c3a0310c663	97f7dbee91cf1c596cf5d114a972c6e6
38V5	SRR5558180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558180/SRR5558180_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558180/SRR5558180_2.fastq.gz	3212230	966231767	279931165	291354672	ba3ea44b5a26d210d8f57187e31aeb7b	24d657d811acd6d27eee34be172ab992
38V5	SRR5558181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558181/SRR5558181_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558181/SRR5558181_2.fastq.gz	10218425	3085964350	825399436	895570233	9785f5b1529603ec36613df2dbaf8039	a1a824d5c83fc1c431ece4b49e908ab7
35V5	SRR5558182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558182/SRR5558182_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558182/SRR5558182_2.fastq.gz	11776081	3556376462	982085818	1015544647	03949032ef17522a033fa1184bc992c8	b75b6b6f15e743d177e02a765e0825bf
35V5	SRR5558183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558183/SRR5558183_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558183/SRR5558183_2.fastq.gz	14472383	4370659666	1209544892	1288199383	e9b7386fe14d868b478b6af0fe3ce177	c025e8daa1b2d703cc87c8e849dc2194
35V3	SRR5558184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558184/SRR5558184_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558184/SRR5558184_2.fastq.gz	3190183	959754369	275504640	292641591	4c6ef45c4c3825fc7939d536f44682cf	f1460b86509dc1494f110402a4283fc9
35V3	SRR5558185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558185/SRR5558185_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558185/SRR5558185_2.fastq.gz	3203686	963764957	277818323	292137945	9cb1d260672a2f80880a4322946df984	a7095dcc555452f75319fee7aecd7898
35V3	SRR5558186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558186/SRR5558186_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558186/SRR5558186_2.fastq.gz	3181529	956952681	273631043	292845144	c78dd7b0d7d6094193a66d9559fa74f3	b35024046211a31812225a84bb592363
35V3	SRR5558187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558187/SRR5558187_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558187/SRR5558187_2.fastq.gz	3164781	951882573	273856154	288134586	da39cc88795be112b317c8eb79e8eb3d	7b6cfdd32451a062ecfb9869cabf3de3
35V3	SRR5558188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558188/SRR5558188_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558188/SRR5558188_2.fastq.gz	9170000	276934e4	973494222	975495844	911f128a1c9dbfea926e5bc56f19845f	ee0f800d0a1901d7bd30c18f25306520
35V1	SRR5558189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558189/SRR5558189_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558189/SRR5558189_2.fastq.gz	2748647	826787450	239060574	254602917	1b0cb98efec29f874086712a510e3b7b	d2466fe85e4439a8e4b1263ccd39e2b2
38V5	SRR5558190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558190/SRR5558190_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558190/SRR5558190_2.fastq.gz	10569554	3192005308	892993552	918399729	3a69a9c474e7fa17edd4015ba2b0f529	034e9bb5c598d2e153047f5fa33c62a6
35V5	SRR5558191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558191/SRR5558191_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558191/SRR5558191_2.fastq.gz	11373895	3434916290	908641508	990549975	94078f40d0db0490c710ee66ab259c1d	251a19579f138005fd77825773b9ab66
35V5	SRR5558192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558192/SRR5558192_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558192/SRR5558192_2.fastq.gz	11877369	3586965438	1013747211	1051622697	8fe93a4232f9645fca33ff3ab8c2f15a	4ad6af0829bbdaad67ca01cd07461731
5V6	SRR5558193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558193/SRR5558193_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558193/SRR5558193_2.fastq.gz	18896257	5706669614	1586679854	1644792516	17ad70b72c8f913357cca20b3d362833	e9f677776ce4d592ff8f94dce71a13ff
5V6	SRR5558194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558194/SRR5558194_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558194/SRR5558194_2.fastq.gz	23306390	7038529780	1958489393	2091293421	ff7ea557b473668ea91455c40df2a312	d784dea3138bc3e4be22fa36dc2ff5d6
5V6	SRR5558195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558195/SRR5558195_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558195/SRR5558195_2.fastq.gz	18207979	5498809658	1465234140	1602495418	066461082b732fe3b320f74d5ae9478c	ef385af13cea884e48714933a5620328
5V6	SRR5558196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558196/SRR5558196_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558196/SRR5558196_2.fastq.gz	18932209	5717527118	1626307789	1691177654	f006922f101b9192d8405efeb29865fa	2704bc7f8b809ffa8cd39d98ea0ab3d4
5V5	SRR5558197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558197/SRR5558197_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558197/SRR5558197_2.fastq.gz	3453584	1038587939	298540785	318819866	6092b8f91f9f920d74d236d8e27ab780	b90e46ab3dc7de4733fe5670113eaef6
49V1	SRR5558198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558198/SRR5558198_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558198/SRR5558198_2.fastq.gz	9174969	2770840638	978014406	984833283	afaa620a2f80b8f1b5bf221060921856	266ea63d4f937fb966fcd83155d04f38
5V5	SRR5558199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558199/SRR5558199_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558199/SRR5558199_2.fastq.gz	3460522	1040860313	300349789	318335180	69067f38e345f8f53e76f7ecca3e1d39	8b6e1eaa9225d183b83341171fff1d41
5V5	SRR5558200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558200/SRR5558200_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558200/SRR5558200_2.fastq.gz	3484044	1047899934	303716348	318592195	57438e1fc0f7d6e5f5f95bea63010303	d266376bd8ba14219e731d9b95bd731e
47V5	SRR5558201	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558201/SRR5558201_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558201/SRR5558201_2.fastq.gz	8104123	2447445146	863962350	872095881	78f512a759b5445a94b7f484a8ab25fc	82176309b3c47d84dee2c4b79524e5fd
47V5	SRR5558202	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558202/SRR5558202_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558202/SRR5558202_2.fastq.gz	2881227	866609778	251602792	265696919	d247e4e74a12193f4842896b296a56fc	9e921683df7c7c7bde1de8d0ac961ec9
47V5	SRR5558203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558203/SRR5558203_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558203/SRR5558203_2.fastq.gz	2876105	865115359	249510873	268200450	3380042d2ccd946d47db2f576f6ac3ec	b55f0afaa74c938465c49bcd113584cf
47V5	SRR5558204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558204/SRR5558204_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558204/SRR5558204_2.fastq.gz	2921630	878924875	255722340	269875118	a7fe8abfee8ebd123b46055ec85ee9c9	2f0795218ae45e7de758f3b53bb82144
47V3	SRR5558205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558205/SRR5558205_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558205/SRR5558205_2.fastq.gz	2733039	821920411	239882633	254164873	c2a0aa809a6f300961b30fde42c4ec5d	d96095b5669105d6e67ad6c04590ab22
5V6	SRR5558206	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558206/SRR5558206_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558206/SRR5558206_2.fastq.gz	29758883	8987182666	2812109787	3116780779	3dec9925616909ecb5c5456e398fa8a4	b8a15bde6f9d9fddf786899c26967496
47V3	SRR5558207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558207/SRR5558207_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558207/SRR5558207_2.fastq.gz	2761790	830728474	243011248	257262351	63c9e91a9e984721d13dafc5bbed65fe	1ccd17569e122b529f4e8281d76e2fb4
47V3	SRR5558208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558208/SRR5558208_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558208/SRR5558208_2.fastq.gz	2724889	819646842	238787837	255304411	806c86392233a882bbacf6d46a2a46dc	5aac5c0d4501aeddb4290926bae24242
3V5	SRR5558209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558209/SRR5558209_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558209/SRR5558209_2.fastq.gz	9934169	3000119038	966007602	988265542	a12c535ba7143d3aab25ddc321fd982c	42a760e51f0acfbf0627606436bf5002
3V5	SRR5558210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558210/SRR5558210_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558210/SRR5558210_2.fastq.gz	15220827	4596689754	1434197873	1589052124	accab525b4a96a03701dee28166a1e00	4929bdd639b3de62d1c818a27c7c05b8
3V5	SRR5558211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558211/SRR5558211_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558211/SRR5558211_2.fastq.gz	9674888	2921816176	807830051	836321550	4f605dfb0a76eec8317f162cd6897005	f4e31a8c7e571e58047694f611694e21
3V5	SRR5558212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558212/SRR5558212_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558212/SRR5558212_2.fastq.gz	11848746	3578321292	991437897	1057264644	7c9df98d142bac76010d4fbb48928488	da4bf4e009bb374114bd15e581d2f042
3V5	SRR5558213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558213/SRR5558213_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558213/SRR5558213_2.fastq.gz	9265320	2798126640	741764143	809773219	2908b90029d0e3a61362ca25796176ac	5e8e681c06844c385c8841790f7524b3
3V5	SRR5558214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558214/SRR5558214_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558214/SRR5558214_2.fastq.gz	9703757	2930534614	829358390	860652469	e3b640aea40f360cbd41a1424ae1329d	8382a7caa3b1e3ca971ddcf58ae896f8
3V3	SRR5558215	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558215/SRR5558215_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558215/SRR5558215_2.fastq.gz	2887499	868685852	237709343	252031518	e81de6a0b222afab3f13b1735d864fa8	c3e88bb8b2a65de1c4e9f3ec841d34ba
3V3	SRR5558216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558216/SRR5558216_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558216/SRR5558216_2.fastq.gz	2623479	789000308	274649127	277376992	519223d69766c4047d035c4a366daa52	8900f87f4af2aaa6305b69627dcb3c50
3V3	SRR5558217	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558217/SRR5558217_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558217/SRR5558217_2.fastq.gz	2877814	865791141	237038560	251238417	4c635557150aa33e21cf3bd112fbce4c	86ff1d34966871786484fbee445be28d
3V3	SRR5558218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558218/SRR5558218_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558218/SRR5558218_2.fastq.gz	2602629	782753233	272837929	275484939	f999159571c8075199575017cd3bcce7	415adf96d33f773d7d381b5a4e07862c
37V6	SRR5558219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558219/SRR5558219_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558219/SRR5558219_2.fastq.gz	19124452	5775584504	1619239318	1690428254	2f191bf0bc7b891bc22fe49cd8e7a95f	cbc677e9c57cebd1e38df2f274090ae0
37V6	SRR5558220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558220/SRR5558220_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558220/SRR5558220_2.fastq.gz	22935420	6926496840	1949678584	2087286231	7eeb020d7dc5fe220d8f251f5909667f	b5e235982a88bda3923ed90da498debd
37V5	SRR5558221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558221/SRR5558221_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558221/SRR5558221_2.fastq.gz	3039324	914324741	252928244	269832307	c775c5491920521821a5983d8f27f2f5	f4e4e675d5ef75c22a1fd2827609e0fe
37V5	SRR5558222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558222/SRR5558222_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558222/SRR5558222_2.fastq.gz	2547886	766241266	267460782	270462039	6fed4a991aeef2891160118e59f5018a	a813cf81feeb1eec6c31a75f004dae6e
37V5	SRR5558223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558223/SRR5558223_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558223/SRR5558223_2.fastq.gz	3039989	914461308	252641285	268110697	1472cbac615f3260e4f31b8c11659351	8d8eb2dd8407c9d5659e312fcaeaafab
37V5	SRR5558224	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558224/SRR5558224_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558224/SRR5558224_2.fastq.gz	2615816	786722144	274427348	276518550	bc0f1327bb2b72e882ae6e5ca2aeb024	4ae10891a1d6f04e61a4586a1e38e125
37V5	SRR5558225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558225/SRR5558225_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558225/SRR5558225_2.fastq.gz	3062378	921540885	253120064	269142252	bca6927e1a8e9bff9cef6030443fc185	65f67846bb306f80c41bfe2edb654f11
37V5	SRR5558226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558226/SRR5558226_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558226/SRR5558226_2.fastq.gz	2554236	768333259	268779334	271657998	6b90b3ae6ce8686d76e9affc96f51309	368cc0e0d0b24bb22163266e09182aa8
37V5	SRR5558227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558227/SRR5558227_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558227/SRR5558227_2.fastq.gz	3062618	921598070	253109840	269093431	57a2fa02e0aae0908c53fc29530b3ae1	40515d9b5128fe1d6364b7fe24c6d2ea
37V5	SRR5558228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558228/SRR5558228_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558228/SRR5558228_2.fastq.gz	2580819	776327922	271195676	274147219	98f3e3b6789df8904a9c8b852a6188f2	2753d48846f5ed25bd71f20a6f08be20
8V1	SRR5558229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558229/SRR5558229_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558229/SRR5558229_2.fastq.gz	2902428	873245499	241315130	256140770	74080199269ca5eaf42106441ad5342a	be3c413117334d67f9287e4736f90389
8V1	SRR5558230	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558230/SRR5558230_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558230/SRR5558230_2.fastq.gz	2563468	771070493	269140445	272120443	323841101a27afba5fdb75b49d8b4c7d	2a4918fff961fe7a3d106cb15a593ec0
8V1	SRR5558231	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558231/SRR5558231_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558231/SRR5558231_2.fastq.gz	9553918	2885283236	952194184	968337191	f065a47da2858b391eb2351de4b583e6	00ead3d0330b92ed7b1647ef3a12edcd
6V6	SRR5558232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558232/SRR5558232_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558232/SRR5558232_2.fastq.gz	29183556	8813433912	2772698064	3063330047	d569b88ebbd17c2fa825f0924b46f95e	6b12d8a4feecff72cbb9a9ece8af668e
8V1	SRR5558233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558233/SRR5558233_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558233/SRR5558233_2.fastq.gz	2886566	868168688	241170155	255405310	5fe116281bcaeca0c0c807f981c3f5bf	50140388477b591d7762ffe2b659ca2c
8V1	SRR5558234	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558234/SRR5558234_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558234/SRR5558234_2.fastq.gz	2624540	789268656	274855157	276930453	6e4cc5222d3d64003c73a030561815b3	f04d4c35bd0612b78dab2c1301221d45
8V1	SRR5558235	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558235/SRR5558235_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558235/SRR5558235_2.fastq.gz	2888892	868913209	241600437	257280609	8f1959ab3a6054d69ae2983bdbf1f77b	55749febf74db0b9fe7563f1e69afb73
8V1	SRR5558236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558236/SRR5558236_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558236/SRR5558236_2.fastq.gz	2558335	769296364	267941158	271017028	a8fdceb54e0c2c03d279b67097b87ef6	0c053fa045d4701b6158f6016deddbb1
8V1	SRR5558237	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558237/SRR5558237_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/007/SRR5558237/SRR5558237_2.fastq.gz	2914299	876785465	242229622	257109061	a1eb6796a11aaaec5531694c7e7f780b	1145a90e4810e9b4ef27fc81c4cb6dc1
8V1	SRR5558238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558238/SRR5558238_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/008/SRR5558238/SRR5558238_2.fastq.gz	2591411	779430138	271810323	274787742	c8f394ac91b87f7d05ebaa568e7f48c6	dccf17706e1a96a54885c53cae2bdb54
50V1	SRR5558239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558239/SRR5558239_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/009/SRR5558239/SRR5558239_2.fastq.gz	3387308	1018903832	293698359	307762495	3f9321b2f109b8682341f718a8f4100c	24ffa1eb76fd4e5123e563c931384b5e
50V1	SRR5558240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558240/SRR5558240_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/000/SRR5558240/SRR5558240_2.fastq.gz	3384366	1018058371	291285320	310679372	ab4ab5f98dbde75ee82e2ab8d7b77386	d3448fbf3b18b0fef04751ce3d8df424
50V1	SRR5558241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558241/SRR5558241_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/001/SRR5558241/SRR5558241_2.fastq.gz	3430291	1032012401	298120847	312275256	97d8c402112950d1e275cadee2b8a62a	3da09f8d06be14862940d8dd72ffb80a
50V1	SRR5558242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558242/SRR5558242_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/002/SRR5558242/SRR5558242_2.fastq.gz	3397966	1022332168	293698113	310902869	80928b7193c477f19f6dc7f19d903852	08afa74de47ef44efac22a12e085f74b
50V3	SRR5558243	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558243/SRR5558243_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/003/SRR5558243/SRR5558243_2.fastq.gz	8512140	2570666280	897445587	898724516	92ac703875af7dce490633467fddd90d	b0c6288f6f6d9f2eebfb3736845e1811
50V3	SRR5558244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558244/SRR5558244_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/004/SRR5558244/SRR5558244_2.fastq.gz	3151066	947699575	271033045	284102723	ebbcf616c75665c8c9c1e9f6637b21f0	dd7a1c8624525b376edbd11996fc01ea
50V3	SRR5558245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558245/SRR5558245_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/005/SRR5558245/SRR5558245_2.fastq.gz	3152565	948207883	269299659	287267986	8e92413679ce43a0b968f638fc0e951c	0d45a787d35efe711d78fe637c6bb259
50V3	SRR5558246	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558246/SRR5558246_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR555/006/SRR5558246/SRR5558246_2.fastq.gz	3194365	960910471	275477321	288580897	ddcd9236b8c7112bde42abbfda9b2310	83086222dd2a60cf5371b99808039617
